date,mean_ch4
2024-03-03,1875.4521497013336
2024-03-04,1874.7233958988515
2024-03-04,1873.6432085032936
2024-03-05,1886.5318014454683
2024-03-06,1867.9341573307972
2024-03-06,1839.9419151617064
2024-03-07,1853.1344998883646
2024-03-07,1827.5044146720024
2024-03-08,1847.4044899895523
2024-03-09,1815.5361060358127
2024-03-09,1814.8845551488116
2024-03-10,1826.2370556656265
2024-03-10,1823.0802178853155
2024-03-11,1835.045162893143
2024-03-12,1865.4321503710412
2024-03-12,1854.2558487786298
2024-03-13,1553.2712326926462
2024-03-14,1815.2539612135176
2024-03-14,1836.3335760532136
2024-03-14,1855.420687329058
2024-03-15,1793.7294247646082
2024-03-15,1803.660014036527
2024-03-16,1880.6917020266424
2024-03-16,1875.1238929843623
2024-03-16,1865.8356227737518
2024-03-17,1892.9929382461294
2024-03-17,1869.5991648294519
2024-03-18,1907.0557950501254
2024-03-18,1870.6750034863571
2024-03-19,1871.3718956178054
2024-03-19,1850.5268887419447
2024-03-20,1875.0876431910565
2024-03-20,1842.8901220668226
2024-03-21,1866.312877282009
2024-03-21,1825.8480690084657
2024-03-21,1830.8897208229448
2024-03-22,1806.8194383604766
2024-03-22,1820.2452072316335
2024-03-23,1809.4692129983641
2024-03-23,1817.962369056158
2024-03-25,1880.983025373737
2024-03-25,1862.5859957161451
2024-03-25,1874.762330230393
2024-03-26,1882.2851339834212
2024-03-26,1874.1546717414637
2024-03-26,1868.175615727479
2024-03-27,1905.3259018513058
2024-03-27,1886.1565012244353
2024-03-28,1877.2351378959313
2024-03-28,1887.239334935842
2024-03-29,1876.4209115164638
2024-03-29,1857.1079606808069
2024-03-29,1856.708879717333
2024-03-30,1796.979848662374
2024-03-30,1821.5858300919497
2024-03-31,1882.3933421462903
2024-03-31,1852.9779622419046
