date,longitude,latitude,ch4
2021-02-14,15.495938651061742,56.64997013251187,1843.7783025438428
2021-02-26,15.169043373279258,58.08727458710308,1819.0249029347328
2021-02-26,16.516516299458544,59.88390515534212,1836.364524390252
2021-02-26,14.001233503923885,59.97373668375408,1812.6108491357418
2021-02-28,18.223315339285634,59.70424209851822,1840.6711494133992
2021-02-28,14.450391145983644,57.54828541663139,1799.3259324038422
2021-03-01,14.328128781706365,56.9194647177477,1835.192008245271
2021-03-01,15.495938651061742,56.64997013251187,1829.7893865879219
2021-03-01,14.50779183853027,57.54828541663139,1822.9221555248362
2021-03-01,15.528369486927069,56.64997013251187,1855.2339125474828
2021-03-02,16.57391699200517,59.88390515534212,1854.560653812151
2021-03-02,14.450391145983644,57.54828541663139,1828.651449244656
2021-03-07,16.394253935181265,64.55514463276364,1854.6080855498021
2021-03-07,14.417960310118318,62.578851007700706,1825.9385240452773
2021-03-07,14.148465724882461,61.590704195169224,1852.409731699603
2021-03-07,13.82157044709998,57.18895930298356,1823.945588069585
2021-03-07,14.180896560747783,61.590704195169224,1846.6126701399314
2021-03-08,16.57391699200517,59.88390515534212,1866.5592298599709
2021-03-08,16.484085463593217,59.70424209851822,1855.582268840317
2021-03-10,12.621329741879274,63.714230041190746,1868.762561493396
2021-03-10,18.640042145480066,64.52271379689833,1833.5849775006157
2021-03-10,20.167178128483254,64.61254532531026,1869.6001404560893
2021-03-10,19.53835742959959,65.06170296737002,1841.50739315859
2021-03-10,18.81970520230397,64.43288226848637,1848.827375109636
2021-03-14,14.148465724882461,61.590704195169224,1804.0195816008106
2021-03-14,14.417960310118318,62.546420171835365,1813.4320419901726
2021-03-14,13.519645025998797,61.55827335930391,1822.6054589322748
2021-03-14,14.148465724882461,61.648104887715846,1807.7805365324027
2021-03-16,16.753580048829072,63.714230041190746,1799.1727334486238
2021-03-16,18.550210617068114,63.714230041190746,1816.3911349921448
2021-03-16,21.963808696722296,66.88330339229037,1871.6839815831993
2021-03-16,16.394253935181265,67.42229256276208,1899.656456027304
2021-03-16,18.640042145480066,64.45785212516766,1816.6612528520106
2021-03-16,20.167178128483254,64.63751518199157,1808.0379629179981
2021-03-16,13.070487383939035,62.66122155692862,1848.1732840515624
2021-03-16,18.81970520230397,64.45785212516766,1788.2945538491952
2021-03-16,13.519645025998797,61.583243215985206,1832.6451723997363
2021-03-16,14.328128781706365,60.505264875041775,1807.1600635732723
2021-03-17,20.167178128483254,64.61254532531026,1868.7256088879324
2021-03-17,19.53835742959959,65.06170296737002,1864.3714535807683
2021-03-17,18.550210617068114,63.714230041190746,1840.3209751884162
2021-03-17,13.6993080828227,60.74978960359633,1795.278698353749
2021-03-17,13.789139611234653,60.74978960359633,1795.2786888462824
2021-03-17,11.992509042995609,58.95315903535729,1849.0606811909063
2021-03-18,22.233303281958154,65.95255727230553,1856.900563555481
2021-03-18,21.963808696722296,66.94070408483701,1857.9544970032618
2021-03-18,20.167178128483254,64.60508434612625,1878.785039961512
2021-03-18,19.53835742959959,65.054241988186,1841.7558854517238
2021-03-18,21.60448258307449,65.68306268706968,1854.850564149312
2021-03-18,22.233303281958154,65.96001825148954,1813.2013217327735
2021-03-18,20.52650424213106,67.21765964925689,1833.939402290747
2021-03-18,21.963808696722296,66.94816506402103,1818.5972568138818
2021-03-18,18.640042145480066,64.52271379689833,1816.3513046233293
2021-03-18,20.167178128483254,64.61254532531026,1834.2829807732596
